University,Country,URL
University of Poonch Rawalakot,Pakistan,"=HYPERLINK(""https://upr.edu.pk/"", ""https://upr.edu.pk/"")"
University of Portharcourt,Nigeria,"=HYPERLINK(""http://www.uniport.edu.ng/"", ""http://www.uniport.edu.ng/"")"
University of Portsmouth,United Kingdom,"=HYPERLINK(""http://www.port.ac.uk/"", ""http://www.port.ac.uk/"")"
University of Presov,Slovakia,"=HYPERLINK(""http://www.unipo.sk/"", ""http://www.unipo.sk/"")"
University of Pretoria,South Africa,"=HYPERLINK(""http://www.up.ac.za/"", ""http://www.up.ac.za/"")"
University of Primorska,Slovenia,"=HYPERLINK(""http://www.upr.si/"", ""http://www.upr.si/"")"
University of Prince Edward Island,Canada,"=HYPERLINK(""http://www.upei.ca/"", ""http://www.upei.ca/"")"
University of Prishtina,Kosovo,"=HYPERLINK(""http://www.uni-pr.edu/"", ""http://www.uni-pr.edu/"")"
University of Priština,Serbia,"=HYPERLINK(""http://www.pr.ac.rs/"", ""http://www.pr.ac.rs/"")"
"University of Prizren ""Ukshin Hoti""",Kosovo,"=HYPERLINK(""http://www.uni-prizren.com/"", ""http://www.uni-prizren.com/"")"
University of Professional Studies Accra,Ghana,"=HYPERLINK(""https://www.upsa.edu.gh/"", ""https://www.upsa.edu.gh/"")"
University of Pula,Croatia,"=HYPERLINK(""http://www.unipu.hr/"", ""http://www.unipu.hr/"")"
University of Pune,India,"=HYPERLINK(""http://www.unipune.ernet.in/"", ""http://www.unipune.ernet.in/"")"
University of Qatar,Qatar,"=HYPERLINK(""http://www.qu.edu.qa/"", ""http://www.qu.edu.qa/"")"
University of Québec,Canada,"=HYPERLINK(""http://www.uquebec.ca/"", ""http://www.uquebec.ca/"")"
University of Queensland,Australia,"=HYPERLINK(""http://www.uq.edu.au/"", ""http://www.uq.edu.au/"")"
University of Rajasthan,India,"=HYPERLINK(""https://www.uniraj.ac.in"", ""https://www.uniraj.ac.in"")"
University of Rajshahi,Bangladesh,"=HYPERLINK(""http://www.ru.ac.bd/"", ""http://www.ru.ac.bd/"")"
University of Raparin,Iraq,"=HYPERLINK(""https://www.uor.edu.krd/"", ""https://www.uor.edu.krd/"")"
University of Raparin (Kurdistan Region),Iraq,"=HYPERLINK(""http://www.uor.edu.krd/"", ""http://www.uor.edu.krd/"")"
University of Reading,United Kingdom,"=HYPERLINK(""http://www.rdg.ac.uk/"", ""http://www.rdg.ac.uk/"")"
University of Regina,Canada,"=HYPERLINK(""https://www.uregina.ca/"", ""https://www.uregina.ca/"")"
University of Resita,Romania,"=HYPERLINK(""http://www.uem.ro/"", ""http://www.uem.ro/"")"
University of Rijeka,Croatia,"=HYPERLINK(""http://www.uniri.hr/"", ""http://www.uniri.hr/"")"
University of Roorkee,India,"=HYPERLINK(""http://www.uor.org/"", ""http://www.uor.org/"")"
University of Rousse,Bulgaria,"=HYPERLINK(""https://www.uni-ruse.bg/"", ""https://www.uni-ruse.bg/"")"
University of Ruhuna,Sri Lanka,"=HYPERLINK(""http://www.ruh.ac.lk/"", ""http://www.ruh.ac.lk/"")"
University of Sadat City,Egypt,"=HYPERLINK(""http://www.usc.edu.eg/"", ""http://www.usc.edu.eg/"")"
University of Saint Joseph,Macau,"=HYPERLINK(""http://www.usj.edu.mo/"", ""http://www.usj.edu.mo/"")"
University of Saint La Salle,Philippines,"=HYPERLINK(""https://www.usls.edu.ph"", ""https://www.usls.edu.ph"")"
University of Saint Louis,Philippines,"=HYPERLINK(""https://www.slu.edu.ph"", ""https://www.slu.edu.ph"")"
University of Salford,United Kingdom,"=HYPERLINK(""http://www.salford.ac.uk/"", ""http://www.salford.ac.uk/"")"
University of San Agustin,Philippines,"=HYPERLINK(""http://www.usa.edu.ph/"", ""http://www.usa.edu.ph/"")"
University of San Carlos,Philippines,"=HYPERLINK(""http://www.usc.edu.ph/"", ""http://www.usc.edu.ph/"")"
University of San Jose Recoletos,Philippines,"=HYPERLINK(""https://usjr.edu.ph"", ""https://usjr.edu.ph"")"
University of Santo Tomas,Philippines,"=HYPERLINK(""http://www.ust.edu.ph/"", ""http://www.ust.edu.ph/"")"
University of Sarajevo,Bosnia and Herzegovina,"=HYPERLINK(""http://www.unsa.ba/"", ""http://www.unsa.ba/"")"
University of Sargodha,Pakistan,"=HYPERLINK(""https://www.uos.edu.pk/"", ""https://www.uos.edu.pk/"")"
University of Saskatchewan,Canada,"=HYPERLINK(""http://www.usask.ca/"", ""http://www.usask.ca/"")"
University of Science and Culture,Iran,"=HYPERLINK(""http://www.usc.ac.ir/"", ""http://www.usc.ac.ir/"")"
University of Science and Technology,"Korea, South","=HYPERLINK(""http://www.ust.ac.kr/"", ""http://www.ust.ac.kr/"")"
University of Science and Technology,Sudan,"=HYPERLINK(""http://www.ust.edu.sd/"", ""http://www.ust.edu.sd/"")"
University of Science and Technology Beijing,China,"=HYPERLINK(""http://www.ustb.edu.cn/"", ""http://www.ustb.edu.cn/"")"
University of Science and Technology of China,China,"=HYPERLINK(""http://www.ustc.edu.cn/"", ""http://www.ustc.edu.cn/"")"
University of Science and Technology Sana'a,Yemen,"=HYPERLINK(""https://www.ust.edu/"", ""https://www.ust.edu/"")"
"University of Science, Arts and Technology",Montserrat,"=HYPERLINK(""http://www.usat.ms/"", ""http://www.usat.ms/"")"
University of Sciences and  Arts (USAL),Lebanon,"=HYPERLINK(""http://www.usal.edu.lb/"", ""http://www.usal.edu.lb/"")"
University of Science & Technology Bannu,Pakistan,"=HYPERLINK(""http://www.ustb.edu.pk/"", ""http://www.ustb.edu.pk/"")"
University of Science & Technology Chittagong,Bangladesh,"=HYPERLINK(""http://www.ustc.ac.bd/"", ""http://www.ustc.ac.bd/"")"
University of Seychelles,Seychelles,"=HYPERLINK(""http://www.unisey.ac.sc/"", ""http://www.unisey.ac.sc/"")"
University of Seychelles - American Institute of Medicine,Seychelles,"=HYPERLINK(""http://www.usaim.edu/"", ""http://www.usaim.edu/"")"
University of Sharjah,United Arab Emirates,"=HYPERLINK(""https://www.sharjah.ac.ae/"", ""https://www.sharjah.ac.ae/"")"
University of Sheffield,United Kingdom,"=HYPERLINK(""http://www.shef.ac.uk/"", ""http://www.shef.ac.uk/"")"
University of Shiga Prefecture,Japan,"=HYPERLINK(""http://www.usp.ac.jp/"", ""http://www.usp.ac.jp/"")"
"University of Shkodra ""Luigj Gurakuqi""",Albania,"=HYPERLINK(""http://www.unishk.edu.al/"", ""http://www.unishk.edu.al/"")"
University of Sibiu,Romania,"=HYPERLINK(""http://www.sibiu.ro/"", ""http://www.sibiu.ro/"")"
University of Sierra Leone,Sierra Leone,"=HYPERLINK(""http://www.tusol.org/"", ""http://www.tusol.org/"")"
University of Silesia,Poland,"=HYPERLINK(""http://www.us.edu.pl/"", ""http://www.us.edu.pl/"")"
University of Silvaner,Saint Kitts and Nevis,"=HYPERLINK(""http://www.unisilvaner.info/"", ""http://www.unisilvaner.info/"")"
University of Sindh,Pakistan,"=HYPERLINK(""http://usindh.edu.pk/"", ""http://usindh.edu.pk/"")"
University of Social Welfare and Rehabilitation Scinences,Iran,"=HYPERLINK(""http://www.uswr.ac.ir/"", ""http://www.uswr.ac.ir/"")"
University of Somalia,Somalia,"=HYPERLINK(""http://www.uniso.edu.so/"", ""http://www.uniso.edu.so/"")"
University of Sopron,Hungary,"=HYPERLINK(""http://www.efe.hu/"", ""http://www.efe.hu/"")"
University of South Africa,South Africa,"=HYPERLINK(""http://www.unisa.ac.za/"", ""http://www.unisa.ac.za/"")"
University of Southampton,United Kingdom,"=HYPERLINK(""http://www.soton.ac.uk/"", ""http://www.soton.ac.uk/"")"
University of South Asia,Pakistan,"=HYPERLINK(""http://www.usa.edu.pk/"", ""http://www.usa.edu.pk/"")"
University of South Australia,Australia,"=HYPERLINK(""http://www.unisa.edu.au/"", ""http://www.unisa.edu.au/"")"
University of South Bohemia,Czech Republic,"=HYPERLINK(""http://www.jcu.cz/"", ""http://www.jcu.cz/"")"
University of Southeastern Philippines,Philippines,"=HYPERLINK(""http://www.usep.edu.ph/"", ""http://www.usep.edu.ph/"")"
University of Southern Denmark,Denmark,"=HYPERLINK(""http://www.sdu.dk/"", ""http://www.sdu.dk/"")"
University of Southern Europe (Monaco Business School),Monaco,"=HYPERLINK(""http://www.riviera.fr/usehome.htm"", ""http://www.riviera.fr/usehome.htm"")"
University of Southern Mindanao,Philippines,"=HYPERLINK(""http://www.usm.edu.ph/"", ""http://www.usm.edu.ph/"")"
University of Southern Philippines Foundation,Philippines,"=HYPERLINK(""http://uspf.edu.ph"", ""http://uspf.edu.ph"")"
University of Southern Queensland,Australia,"=HYPERLINK(""https://www.usq.edu.au/"", ""https://www.usq.edu.au/"")"
University of Split,Croatia,"=HYPERLINK(""http://www.unist.hr/"", ""http://www.unist.hr/"")"
University of Sri Jayawardenapura,Sri Lanka,"=HYPERLINK(""http://www.sjp.ac.lk/"", ""http://www.sjp.ac.lk/"")"
University of St. Andrews,United Kingdom,"=HYPERLINK(""http://www.st-and.ac.uk/"", ""http://www.st-and.ac.uk/"")"
University of Stavanger,Norway,"=HYPERLINK(""http://www.uis.no/"", ""http://www.uis.no/"")"
University of St. Cyril and Methodius in Trnava,Slovakia,"=HYPERLINK(""http://www.ucm.sk/"", ""http://www.ucm.sk/"")"
University of Stellenbosch,South Africa,"=HYPERLINK(""http://www.sun.ac.za/"", ""http://www.sun.ac.za/"")"
University of St. Gallen,Switzerland,"=HYPERLINK(""http://www.unisg.ch/"", ""http://www.unisg.ch/"")"
University of Stirling,United Kingdom,"=HYPERLINK(""http://www.stir.ac.uk/"", ""http://www.stir.ac.uk/"")"
University of St. Michael's College,Canada,"=HYPERLINK(""https://stmikes.utoronto.ca/"", ""https://stmikes.utoronto.ca/"")"
University of Sto Tomas Legazpi,Philippines,"=HYPERLINK(""https://www.ust-legazpi.edu.ph"", ""https://www.ust-legazpi.edu.ph"")"
University of Strathclyde,United Kingdom,"=HYPERLINK(""http://www.strath.ac.uk/"", ""http://www.strath.ac.uk/"")"
University of Suceava,Romania,"=HYPERLINK(""http://www.usv.ro/"", ""http://www.usv.ro/"")"
University of Sudbury,Canada,"=HYPERLINK(""http://www.usudbury.ca/"", ""http://www.usudbury.ca/"")"
University of Sulaimania (Kurdistan Region),Iraq,"=HYPERLINK(""http://univsul.edu.iq/"", ""http://univsul.edu.iq/"")"
University of Sunderland,United Kingdom,"=HYPERLINK(""http://www.sunderland.ac.uk/"", ""http://www.sunderland.ac.uk/"")"
University of Surrey,United Kingdom,"=HYPERLINK(""http://www.surrey.ac.uk/"", ""http://www.surrey.ac.uk/"")"
University of Sussex,United Kingdom,"=HYPERLINK(""http://www.sussex.ac.uk/"", ""http://www.sussex.ac.uk/"")"
University of SV Cyril and Methodius in Trnava,Slovakia,"=HYPERLINK(""http://www.ucm.sk/"", ""http://www.ucm.sk/"")"
University of Swabi,Pakistan,"=HYPERLINK(""https://uoswabi.edu.pk/"", ""https://uoswabi.edu.pk/"")"
University of Swat,Pakistan,"=HYPERLINK(""https://uswat.edu.pk/"", ""https://uswat.edu.pk/"")"
University of Swaziland,Swaziland,"=HYPERLINK(""http://www.uniswa.sz/"", ""http://www.uniswa.sz/"")"
University of Switzerland,Switzerland,"=HYPERLINK(""http://swissu.org/"", ""http://swissu.org/"")"
University of Sydney,Australia,"=HYPERLINK(""https://sydney.edu.au/"", ""https://sydney.edu.au/"")"
University of Szczecin,Poland,"=HYPERLINK(""http://www.univ.szczecin.pl/"", ""http://www.univ.szczecin.pl/"")"
University of Szeged,Hungary,"=HYPERLINK(""http://www.u-szeged.hu/"", ""http://www.u-szeged.hu/"")"
University of Tabuk,Saudi Arabia,"=HYPERLINK(""https://www.ut.edu.sa/"", ""https://www.ut.edu.sa/"")"
University of Tampere,Finland,"=HYPERLINK(""http://www.uta.fi/"", ""http://www.uta.fi/"")"
University of Targu Jiu,Romania,"=HYPERLINK(""http://www.utgjiu.ro/"", ""http://www.utgjiu.ro/"")"
University of Tartu,Estonia,"=HYPERLINK(""http://www.ut.ee/"", ""http://www.ut.ee/"")"
University of Tasmania,Australia,"=HYPERLINK(""http://www.utas.edu.au/"", ""http://www.utas.edu.au/"")"
University of Technical Education Ho Chi Minh City,Vietnam,"=HYPERLINK(""http://hcmute.edu.vn/"", ""http://hcmute.edu.vn/"")"
University of Technology,Mauritius,"=HYPERLINK(""http://www.utm.ac.mu/"", ""http://www.utm.ac.mu/"")"
University of Technology and Applied Sciences,Oman,"=HYPERLINK(""https://www.hct.edu.om"", ""https://www.hct.edu.om"")"
University of Technology and Life Sciences,Poland,"=HYPERLINK(""http://www.utp.edu.pl/"", ""http://www.utp.edu.pl/"")"
University of Technology - Iraq,Iraq,"=HYPERLINK(""http://www.uotechnology.edu.iq/"", ""http://www.uotechnology.edu.iq/"")"
University of Technology Jamaica,Jamaica,"=HYPERLINK(""http://www.utech.edu.jm/"", ""http://www.utech.edu.jm/"")"
University of Technology Sydney,Australia,"=HYPERLINK(""http://www.uts.edu.au/"", ""http://www.uts.edu.au/"")"
University of Teesside,United Kingdom,"=HYPERLINK(""http://www.tees.ac.uk/"", ""http://www.tees.ac.uk/"")"
University of Tehran,Iran,"=HYPERLINK(""http://www.ut.ac.ir/"", ""http://www.ut.ac.ir/"")"
University of the Academy of Sciences of Moldova,Moldova,"=HYPERLINK(""http://edu.asm.md/"", ""http://edu.asm.md/"")"
University of the Air,Japan,"=HYPERLINK(""http://www.u-air.ac.jp/"", ""http://www.u-air.ac.jp/"")"
University of the Assumption,Philippines,"=HYPERLINK(""https://www.ua.edu.ph"", ""https://www.ua.edu.ph"")"
University of the City of Manila,Philippines,"=HYPERLINK(""http://www.plm.edu.ph/"", ""http://www.plm.edu.ph/"")"
University of the Cordilleras,Philippines,"=HYPERLINK(""https://www.uc-bcf.edu.ph"", ""https://www.uc-bcf.edu.ph"")"
"University of the East, Coloocan",Philippines,"=HYPERLINK(""https://www.ue.edu.ph/cal/"", ""https://www.ue.edu.ph/cal/"")"
"University of the East, Manila",Philippines,"=HYPERLINK(""https://www.ue.edu.ph/mla/"", ""https://www.ue.edu.ph/mla/"")"
"University of the East, Ramon Magsaysay Memorial Medical Center",Philippines,"=HYPERLINK(""https://uerm.edu.ph"", ""https://uerm.edu.ph"")"
University of the Faroe Islands,Faroe Islands,"=HYPERLINK(""http://www.setur.fo/"", ""http://www.setur.fo/"")"
University of the Fraser Valley,Canada,"=HYPERLINK(""http://www.ufv.ca/"", ""http://www.ufv.ca/"")"
University of the Free State,South Africa,"=HYPERLINK(""https://www.ufs.ac.za/"", ""https://www.ufs.ac.za/"")"
University of the Gambia,Gambia,"=HYPERLINK(""http://www.utg.edu.gm/"", ""http://www.utg.edu.gm/"")"
University of the Highlands and Islands,United Kingdom,"=HYPERLINK(""https://www.uhi.ac.uk/"", ""https://www.uhi.ac.uk/"")"
University of the Humanities,Mongolia,"=HYPERLINK(""http://www.humanities.mn/"", ""http://www.humanities.mn/"")"
University of the Immaculate Conception,Philippines,"=HYPERLINK(""https://www.uic.edu.ph"", ""https://www.uic.edu.ph"")"
"University of the Netherlands Antilles, Curacao",Curaçao,"=HYPERLINK(""https://www.uoc.cw"", ""https://www.uoc.cw"")"
University of the Philippines Baguio,Philippines,"=HYPERLINK(""https://www.upb.edu.ph"", ""https://www.upb.edu.ph"")"
University of the Philippines Diliman,Philippines,"=HYPERLINK(""https://upd.edu.ph"", ""https://upd.edu.ph"")"
University of the Philippines Los Banos,Philippines,"=HYPERLINK(""http://www.uplb.edu.ph/"", ""http://www.uplb.edu.ph/"")"
University of the Philippines Manila,Philippines,"=HYPERLINK(""http://www.upm.edu.ph/"", ""http://www.upm.edu.ph/"")"
University of the Philippines Mindanao,Philippines,"=HYPERLINK(""http://www.upmin.edu.ph/"", ""http://www.upmin.edu.ph/"")"
University of the Philippines Open University,Philippines,"=HYPERLINK(""http://www.upou.org/"", ""http://www.upou.org/"")"
University of the Philippines Visayas,Philippines,"=HYPERLINK(""http://www.upv.edu.ph/"", ""http://www.upv.edu.ph/"")"
University of the Philippines Visayas - Cebu High School,Philippines,"=HYPERLINK(""https://www.upv.edu.ph"", ""https://www.upv.edu.ph"")"
University of the Punjab,Pakistan,"=HYPERLINK(""http://www.pu.edu.pk/"", ""http://www.pu.edu.pk/"")"
"University of the Punjab, Gujranwala Campus",Pakistan,"=HYPERLINK(""http://www.pugc.edu.pk/"", ""http://www.pugc.edu.pk/"")"
University of the Ryukyus,Japan,"=HYPERLINK(""http://www.u-ryukyu.ac.jp/"", ""http://www.u-ryukyu.ac.jp/"")"
University of the Sacred Heart Tokyo,Japan,"=HYPERLINK(""http://www.u-sacred-heart.ac.jp/"", ""http://www.u-sacred-heart.ac.jp/"")"
University of the Southern Caribbean,Trinidad and Tobago,"=HYPERLINK(""http://www.usc.edu.tt/"", ""http://www.usc.edu.tt/"")"
University of the South Pacific,Fiji,"=HYPERLINK(""http://www.usp.ac.fj/"", ""http://www.usp.ac.fj/"")"
University of the South Pacific,Solomon Islands,"=HYPERLINK(""http://www.usp.ac.fj/"", ""http://www.usp.ac.fj/"")"
University of the South Pacific Centre,Tonga,"=HYPERLINK(""http://www.usp.ac.fj/"", ""http://www.usp.ac.fj/"")"
University of the South Pacific School of Agriculture,Samoa,"=HYPERLINK(""http://www.usp.ac.fj/wwwsoa/"", ""http://www.usp.ac.fj/wwwsoa/"")"
University of Thessaly,Greece,"=HYPERLINK(""http://www.uth.gr/"", ""http://www.uth.gr/"")"
University of the Sunshine Coast,Australia,"=HYPERLINK(""http://www.usc.edu.au/"", ""http://www.usc.edu.au/"")"
University of the Thai Chamber of Commerce,Thailand,"=HYPERLINK(""http://www.utcc.ac.th/"", ""http://www.utcc.ac.th/"")"
University of the Virgin Islands,Virgin Islands,"=HYPERLINK(""http://www.uvi.edu/"", ""http://www.uvi.edu/"")"
University of the Visayas,Philippines,"=HYPERLINK(""https://uv.edu.ph"", ""https://uv.edu.ph"")"
University of the Visual & Performing Arts,Sri Lanka,"=HYPERLINK(""http://www.vpa.ac.lk/"", ""http://www.vpa.ac.lk/"")"
University of the Western Cape,South Africa,"=HYPERLINK(""https://www.uwc.ac.za/"", ""https://www.uwc.ac.za/"")"
"University of the West Indies, Cave Hill",Barbados,"=HYPERLINK(""http://www.uwichill.edu.bb/"", ""http://www.uwichill.edu.bb/"")"
"University of the West Indies, Mona",Jamaica,"=HYPERLINK(""http://www.uwimona.edu.jm/"", ""http://www.uwimona.edu.jm/"")"
University of the West Indies St. Augustine,Trinidad and Tobago,"=HYPERLINK(""http://www.uwi.tt/"", ""http://www.uwi.tt/"")"
"University of the West of England, Bristol",United Kingdom,"=HYPERLINK(""http://www.uwe.ac.uk/"", ""http://www.uwe.ac.uk/"")"
University of the West of Scotland,United Kingdom,"=HYPERLINK(""https://www.uws.ac.uk/"", ""https://www.uws.ac.uk/"")"
University of Thi-Qar,Iraq,"=HYPERLINK(""https://utq.edu.iq/"", ""https://utq.edu.iq/"")"
University of Tirana,Albania,"=HYPERLINK(""http://www.unitir.edu.al/"", ""http://www.unitir.edu.al/"")"
University of Toronto,Canada,"=HYPERLINK(""https://www.utoronto.ca/"", ""https://www.utoronto.ca/"")"
"University of Toronto, Mississauga",Canada,"=HYPERLINK(""http://www.utm.utoronto.ca/"", ""http://www.utm.utoronto.ca/"")"
"University of Toronto, Scarborough",Canada,"=HYPERLINK(""http://www.utsc.utoronto.ca/"", ""http://www.utsc.utoronto.ca/"")"
University of Transport and Communications,Vietnam,"=HYPERLINK(""http://www.utc.edu.vn/"", ""http://www.utc.edu.vn/"")"
University of Trinidad and Tobago,Trinidad and Tobago,"=HYPERLINK(""http://www.utt.edu.tt/"", ""http://www.utt.edu.tt/"")"
University of Trinity College,Canada,"=HYPERLINK(""http://www.trinity.utoronto.ca/"", ""http://www.trinity.utoronto.ca/"")"
University of Tripoli,Libya,"=HYPERLINK(""http://uot.edu.ly/"", ""http://uot.edu.ly/"")"
University of Trnava,Slovakia,"=HYPERLINK(""http://www.truni.sk/"", ""http://www.truni.sk/"")"
University of Tromsø,Norway,"=HYPERLINK(""http://www.uit.no/"", ""http://www.uit.no/"")"
University of Turku,Finland,"=HYPERLINK(""http://www.utu.fi/"", ""http://www.utu.fi/"")"
University of Tuzla,Bosnia and Herzegovina,"=HYPERLINK(""http://www.untz.ba/"", ""http://www.untz.ba/"")"
University of Twente,Netherlands,"=HYPERLINK(""https://www.utwente.nl/"", ""https://www.utwente.nl/"")"
University of Ulster,United Kingdom,"=HYPERLINK(""http://www.ulst.ac.uk/"", ""http://www.ulst.ac.uk/"")"
University of United Popular Nations,Burkina Faso,"=HYPERLINK(""http://www.uupn-edu.net/"", ""http://www.uupn-edu.net/"")"
University of Uyo,Nigeria,"=HYPERLINK(""http://www.uniuyo.edu.ng/"", ""http://www.uniuyo.edu.ng/"")"
University of Vaasa,Finland,"=HYPERLINK(""http://www.uwasa.fi/"", ""http://www.uwasa.fi/"")"
University of Venda,South Africa,"=HYPERLINK(""http://www.univen.ac.za/"", ""http://www.univen.ac.za/"")"
University of Veterinary and Pharmaceutical Science,Czech Republic,"=HYPERLINK(""http://www.vfu.cz/"", ""http://www.vfu.cz/"")"
University of Veterinary & Animal Science,Pakistan,"=HYPERLINK(""http://www.uvas.edu.pk/"", ""http://www.uvas.edu.pk/"")"
University of Veterinary Medicine in Kosice,Slovakia,"=HYPERLINK(""http://www.uvm.sk/"", ""http://www.uvm.sk/"")"
University of Veterinary Science,Hungary,"=HYPERLINK(""http://www.univet.hu/"", ""http://www.univet.hu/"")"
"University of Veterinary Science, Yezin",Burma,"=HYPERLINK(""https://www.uvsyezin.edu.mm/"", ""https://www.uvsyezin.edu.mm/"")"
University of Victoria,Canada,"=HYPERLINK(""http://www.uvic.ca/"", ""http://www.uvic.ca/"")"
University of Victoria - London,United Kingdom,"=HYPERLINK(""https://uovl.uk/"", ""https://uovl.uk/"")"
"University of Vlora ""Ismail Qemali""",Albania,"=HYPERLINK(""http://www.univlora.edu.al/"", ""http://www.univlora.edu.al/"")"
University of Vocational Technology,Sri Lanka,"=HYPERLINK(""http://univotec.ac.lk/"", ""http://univotec.ac.lk/"")"
University of Wah,Pakistan,"=HYPERLINK(""http://uow.edu.pk/"", ""http://uow.edu.pk/"")"
University of Waikato,New Zealand,"=HYPERLINK(""http://www.waikato.ac.nz/"", ""http://www.waikato.ac.nz/"")"
University of Wales,United Kingdom,"=HYPERLINK(""http://www.wales.ac.uk/"", ""http://www.wales.ac.uk/"")"
"University of Wales, Aberystwyth",United Kingdom,"=HYPERLINK(""http://www.aber.ac.uk/"", ""http://www.aber.ac.uk/"")"
"University of Wales, Bangor",United Kingdom,"=HYPERLINK(""http://www.bangor.ac.uk/"", ""http://www.bangor.ac.uk/"")"
"University of Wales, Carmarthen Campus",United Kingdom,"=HYPERLINK(""http://www.uwtsd.ac.uk/carmarthen/"", ""http://www.uwtsd.ac.uk/carmarthen/"")"
"University of Wales, Lampeter",United Kingdom,"=HYPERLINK(""http://www.uwtsd.ac.uk/lampeter/"", ""http://www.uwtsd.ac.uk/lampeter/"")"
"University of Wales, Swansea",United Kingdom,"=HYPERLINK(""http://www.swan.ac.uk/"", ""http://www.swan.ac.uk/"")"
University of Wamia and Masuria in Olsztyn,Poland,"=HYPERLINK(""http://www.uwm.edu.pl/"", ""http://www.uwm.edu.pl/"")"
University of Warsaw,Poland,"=HYPERLINK(""http://www.uw.edu.pl/"", ""http://www.uw.edu.pl/"")"
University of Warwick,United Kingdom,"=HYPERLINK(""http://www.warwick.ac.uk/"", ""http://www.warwick.ac.uk/"")"
University of Wassit,Iraq,"=HYPERLINK(""http://www.uowasit.edu.iq/"", ""http://www.uowasit.edu.iq/"")"
University of Waterloo,Canada,"=HYPERLINK(""https://uwaterloo.ca/"", ""https://uwaterloo.ca/"")"
University of West Bohemia,Czech Republic,"=HYPERLINK(""http://www.zcu.cz/"", ""http://www.zcu.cz/"")"
University of Western Australia,Australia,"=HYPERLINK(""http://www.uwa.edu.au/"", ""http://www.uwa.edu.au/"")"
University of Western Macedonia,Greece,"=HYPERLINK(""http://www.uowm.gr/"", ""http://www.uowm.gr/"")"
University of Western Ontario,Canada,"=HYPERLINK(""http://www.uwo.ca/"", ""http://www.uwo.ca/"")"
University of Western Sydney,Australia,"=HYPERLINK(""https://www.westernsydney.edu.au/"", ""https://www.westernsydney.edu.au/"")"
University of West Hungary,Hungary,"=HYPERLINK(""http://www.nyme.hu/"", ""http://www.nyme.hu/"")"
University of Westminster,United Kingdom,"=HYPERLINK(""http://www.westminster.ac.uk/"", ""http://www.westminster.ac.uk/"")"
University of Windsor,Canada,"=HYPERLINK(""http://www.uwindsor.ca/"", ""http://www.uwindsor.ca/"")"
University of Winnipeg,Canada,"=HYPERLINK(""http://www.uwinnipeg.ca/"", ""http://www.uwinnipeg.ca/"")"
University of Witwatersrand,South Africa,"=HYPERLINK(""http://www.wits.ac.za/"", ""http://www.wits.ac.za/"")"
University of Wollongong,Australia,"=HYPERLINK(""https://www.uow.edu.au/"", ""https://www.uow.edu.au/"")"
University of Wollongong - Dubai Campus,United Arab Emirates,"=HYPERLINK(""http://www.uowdubai.ac.ae/"", ""http://www.uowdubai.ac.ae/"")"
University of Wolverhampton,United Kingdom,"=HYPERLINK(""http://www.wlv.ac.uk/"", ""http://www.wlv.ac.uk/"")"
University of Worcester,United Kingdom,"=HYPERLINK(""http://www.worc.ac.uk/"", ""http://www.worc.ac.uk/"")"
University of World Economy and Diplomacy,Uzbekistan,"=HYPERLINK(""http://www.uwed.uz/"", ""http://www.uwed.uz/"")"
University of Wroclaw,Poland,"=HYPERLINK(""http://www.uni.wroc.pl/"", ""http://www.uni.wroc.pl/"")"
University of Yangon,Burma,"=HYPERLINK(""http://uy.edu.mm/"", ""http://uy.edu.mm/"")"
University of York,United Kingdom,"=HYPERLINK(""http://www.york.ac.uk/"", ""http://www.york.ac.uk/"")"
University of Zadar,Croatia,"=HYPERLINK(""http://www.unizd.hr/"", ""http://www.unizd.hr/"")"
University of Zagreb,Croatia,"=HYPERLINK(""http://www.unizg.hr/"", ""http://www.unizg.hr/"")"
University of Zambia,Zambia,"=HYPERLINK(""https://www.unza.zm/"", ""https://www.unza.zm/"")"
University of Zenica,Bosnia and Herzegovina,"=HYPERLINK(""http://www.unze.ba/"", ""http://www.unze.ba/"")"
University of Zilinska,Slovakia,"=HYPERLINK(""http://www.uniza.sk/"", ""http://www.uniza.sk/"")"
University of Zimbabwe,Zimbabwe,"=HYPERLINK(""http://www.uz.ac.zw/"", ""http://www.uz.ac.zw/"")"
University of Zululand,South Africa,"=HYPERLINK(""http://www.unizulu.ac.za/"", ""http://www.unizulu.ac.za/"")"
University of Zürich,Switzerland,"=HYPERLINK(""http://www.uzh.ch/"", ""http://www.uzh.ch/"")"
University Oil- Gas Ploiesti,Romania,"=HYPERLINK(""http://www.upg-ploiesti.ro/"", ""http://www.upg-ploiesti.ro/"")"
University “Pavaresia” Vlore,Albania,"=HYPERLINK(""http://www.unipavaresia.edu.al/"", ""http://www.unipavaresia.edu.al/"")"
"University ""Petre Andrei"" Iasi",Romania,"=HYPERLINK(""http://www.upa.ro/"", ""http://www.upa.ro/"")"
University Politehnica of Bucharest,Romania,"=HYPERLINK(""http://www.pub.ro/"", ""http://www.pub.ro/"")"
University School of Physical Education,Poland,"=HYPERLINK(""http://www.awf.krakow.pl/"", ""http://www.awf.krakow.pl/"")"
"University ""Titu Maiorescu""",Romania,"=HYPERLINK(""http://www.utm.ro/"", ""http://www.utm.ro/"")"
"University ""Transilvany"" of Brasov",Romania,"=HYPERLINK(""http://www.unitbv.ro/"", ""http://www.unitbv.ro/"")"
